group_id,tier,category,template,scheme_ids,w_bits,a_bits,k_bits,v_bits,format,sig_width,exp_width,ieee_compliance,acc_terms,acc_width,lanes,rows,cols,in_bits,out_bits,asymmetric,with_requant,mapping_scope,notes,run_id,clock_period_ns,clock_mhz,run_dir,rtl_bundle_sha256,library_set_id,target_libraries,compile_mode,keep_hierarchy,operating_condition_requested,max_cores,library_setup_sha256,mapped_cell_area_um2,leaf_cell_count,blackbox_count,wns_ns,critical_delay_ns,achieved_fmax_mhz,timing_met,tool_version,status,report_dir,combinational_area_um2,noncombinational_area_um2,buf_inv_area_um2,net_interconnect_area_um2,total_cell_area_report_um2,total_area_report_um2
INT_MAC_W6_A4_N64,L2,scalar_int_mac,int_mac,,6,4,,,signed_integer,,,,64,17,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A4_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W6_A4_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,121.394001,172.0,0.0,0.0647855,0.8352145,1197.29722125,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A4_N64__T0p9ns/reports,71.253002,50.140999,4.277,,121.394001,
INT_MAC_W6_A8_N64,L2,scalar_int_mac,int_mac,,6,8,,,signed_integer,,,,64,21,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A8_N64__T2p0ns,2.0,500.0,build/INT_MAC_W6_A8_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,173.810001,287.0,0.0,0.853943,1.146057,872.556949611,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A8_N64__T2p0ns/reports,109.837002,63.972999,8.645,,173.810001,
INT_MAC_W6_A8_N64,L2,scalar_int_mac,int_mac,,6,8,,,signed_integer,,,,64,21,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A8_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W6_A8_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,180.453002,267.0,0.0,0.00394332,0.99605668,1003.95893133,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A8_N64__T1p0ns/reports,116.480003,63.972999,8.099,,180.453002,
INT_MAC_W6_A8_N64,L2,scalar_int_mac,int_mac,,6,8,,,signed_integer,,,,64,21,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A8_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W6_A8_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,185.913002,291.0,0.0,0.000900209,0.899099791,1112.22359299,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A8_N64__T0p9ns/reports,121.940003,63.972999,7.462,,185.913002,
INT_MAC_W6_A16_N64,L2,scalar_int_mac,int_mac,,6,16,,,signed_integer,,,,64,29,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A16_N64__T2p0ns,2.0,500.0,build/INT_MAC_W6_A16_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,284.102001,497.0,0.0,0.485084,1.514916,660.102606349,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A16_N64__T2p0ns/reports,192.465003,91.636999,14.378,,284.102001,
INT_MAC_W6_A16_N64,L2,scalar_int_mac,int_mac,,6,16,,,signed_integer,,,,64,29,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A16_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W6_A16_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,311.675003,515.0,0.0,0.000251949,0.999748051,1000.25201249,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A16_N64__T1p0ns/reports,220.038005,91.636999,13.377,,311.675003,
INT_MAC_W6_A16_N64,L2,scalar_int_mac,int_mac,,6,16,,,signed_integer,,,,64,29,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W6_A16_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W6_A16_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,314.951003,540.0,0.0,0.0005759,0.8994241,1111.82255401,1,X-2025.06-SP3,ok,build/INT_MAC_W6_A16_N64__T0p9ns/reports,223.314005,91.636999,11.648,,314.951003,
INT_MAC_W8_A4_N64,L2,scalar_int_mac,int_mac,,8,4,,,signed_integer,,,,64,19,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A4_N64__T2p0ns,2.0,500.0,build/INT_MAC_W8_A4_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,136.136,225.0,0.0,0.967134,1.032866,968.179802608,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A4_N64__T2p0ns/reports,79.079001,57.056999,5.369,,136.136,
INT_MAC_W8_A4_N64,L2,scalar_int_mac,int_mac,,8,4,,,signed_integer,,,,64,19,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A4_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W8_A4_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,141.050001,196.0,0.0,0.0667197,0.9332803,1071.48945499,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A4_N64__T1p0ns/reports,83.993002,57.056999,4.641,,141.050001,
INT_MAC_W8_A4_N64,L2,scalar_int_mac,int_mac,,8,4,,,signed_integer,,,,64,19,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A4_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W8_A4_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,142.870001,216.0,0.0,0.0145475,0.8854525,1129.3660586,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A4_N64__T0p9ns/reports,85.813002,57.056999,5.369,,142.870001,
INT_MAC_W8_A8_N64,L1,scalar_int_mac,int_mac,,8,8,,,signed_integer,,,,64,23,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A8_N64__T2p0ns,2.0,500.0,build/INT_MAC_W8_A8_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,210.210002,340.0,0.0,0.783845,1.216155,822.263609491,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A8_N64__T2p0ns/reports,139.321003,70.888999,10.283,,210.210002,
INT_MAC_W8_A8_N64,L1,scalar_int_mac,int_mac,,8,8,,,signed_integer,,,,64,23,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A8_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W8_A8_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,223.496002,339.0,0.0,0.00168562,0.99831438,1001.68846611,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A8_N64__T1p0ns/reports,152.607004,70.888999,9.009,,223.496002,
INT_MAC_W8_A8_N64,L1,scalar_int_mac,int_mac,,8,8,,,signed_integer,,,,64,23,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A8_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W8_A8_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,234.416002,389.0,0.0,0.000572383,0.899427617,1111.81820649,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A8_N64__T0p9ns/reports,163.527003,70.888999,10.101,,234.416002,
INT_MAC_W8_A16_N64,L2,scalar_int_mac,int_mac,,8,16,,,signed_integer,,,,64,31,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A16_N64__T2p0ns,2.0,500.0,build/INT_MAC_W8_A16_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,343.798002,591.0,0.0,0.384576,1.615424,619.032526445,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A16_N64__T2p0ns/reports,245.245004,98.552998,16.016,,343.798002,
INT_MAC_W8_A16_N64,L2,scalar_int_mac,int_mac,,8,16,,,signed_integer,,,,64,31,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A16_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W8_A16_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,373.009005,611.0,0.0,0.000214934,0.999785066,1000.21498021,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A16_N64__T1p0ns/reports,274.456006,98.552998,12.831,,373.009005,
INT_MAC_W8_A16_N64,L2,scalar_int_mac,int_mac,,8,16,,,signed_integer,,,,64,31,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W8_A16_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W8_A16_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,380.380004,644.0,0.0,0.00302792,0.89697208,1114.86190295,1,X-2025.06-SP3,ok,build/INT_MAC_W8_A16_N64__T0p9ns/reports,281.827006,98.552998,16.38,,380.380004,
INT_MAC_W16_A4_N64,L2,scalar_int_mac,int_mac,,16,4,,,signed_integer,,,,64,27,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A4_N64__T2p0ns,2.0,500.0,build/INT_MAC_W16_A4_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,223.132,395.0,0.0,0.586166,1.413834,707.296613322,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A4_N64__T2p0ns/reports,138.411002,84.720999,11.102,,223.132,
INT_MAC_W16_A4_N64,L2,scalar_int_mac,int_mac,,16,4,,,signed_integer,,,,64,27,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A4_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W16_A4_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,246.064002,412.0,0.0,0.00045228,0.99954772,1000.45248465,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A4_N64__T1p0ns/reports,161.343003,84.720999,9.828,,246.064002,
INT_MAC_W16_A4_N64,L2,scalar_int_mac,int_mac,,16,4,,,signed_integer,,,,64,27,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A4_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W16_A4_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,252.980002,445.0,0.0,0.00118744,0.89881256,1112.57902315,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A4_N64__T0p9ns/reports,168.259003,84.720999,12.831,,252.980002,
INT_MAC_W16_A8_N64,L2,scalar_int_mac,int_mac,,16,8,,,signed_integer,,,,64,31,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A8_N64__T2p0ns,2.0,500.0,build/INT_MAC_W16_A8_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,343.798002,591.0,0.0,0.384576,1.615424,619.032526445,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A8_N64__T2p0ns/reports,245.245004,98.552998,16.016,,343.798002,
INT_MAC_W16_A8_N64,L2,scalar_int_mac,int_mac,,16,8,,,signed_integer,,,,64,31,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A8_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W16_A8_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,373.009005,611.0,0.0,0.000214934,0.999785066,1000.21498021,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A8_N64__T1p0ns/reports,274.456006,98.552998,12.831,,373.009005,
INT_MAC_W16_A8_N64,L2,scalar_int_mac,int_mac,,16,8,,,signed_integer,,,,64,31,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A8_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W16_A8_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,379.470004,640.0,0.0,0.00160611,0.89839389,1113.09750782,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A8_N64__T0p9ns/reports,280.917006,98.552998,15.288,,379.470004,
INT_MAC_W16_A16_N64,L2,scalar_int_mac,int_mac,,16,16,,,signed_integer,,,,64,39,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A16_N64__T2p0ns,2.0,500.0,build/INT_MAC_W16_A16_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,584.94801,831.0,0.0,0.0176376,1.9823624,504.448631592,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A16_N64__T2p0ns/reports,458.731012,126.216998,18.382,,584.94801,
INT_MAC_W16_A16_N64,L2,scalar_int_mac,int_mac,,16,16,,,signed_integer,,,,64,39,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A16_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W16_A16_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,628.26401,1008.0,0.0,0.00159347,0.99840653,1001.5960132,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A16_N64__T1p0ns/reports,502.047012,126.216998,21.203,,628.26401,
INT_MAC_W16_A16_N64,L2,scalar_int_mac,int_mac,,16,16,,,signed_integer,,,,64,39,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W16_A16_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W16_A16_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,636.63601,1032.0,0.0,0.000331759,0.899668241,1111.52084116,1,X-2025.06-SP3,ok,build/INT_MAC_W16_A16_N64__T0p9ns/reports,510.419012,126.216998,23.387,,636.63601,
INT_MAC_W5_A5_N64,L1,scalar_int_mac,int_mac,,5,5,,,signed_integer,,,,64,17,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W5_A5_N64__T2p0ns,2.0,500.0,build/INT_MAC_W5_A5_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,123.123,203.0,0.0,1.1696,0.8304,1204.238921,1,X-2025.06-SP3,ok,build/INT_MAC_W5_A5_N64__T2p0ns/reports,72.982001,50.140999,5.733,,123.123,
INT_MAC_W5_A5_N64,L1,scalar_int_mac,int_mac,,5,5,,,signed_integer,,,,64,17,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W5_A5_N64__T1p0ns,1.0,1000.0,build/INT_MAC_W5_A5_N64__T1p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,126.854001,162.0,0.0,0.0948958,0.9051042,1104.84516589,1,X-2025.06-SP3,ok,build/INT_MAC_W5_A5_N64__T1p0ns/reports,76.713002,50.140999,4.823,,126.854001,
INT_MAC_W5_A5_N64,L1,scalar_int_mac,int_mac,,5,5,,,signed_integer,,,,64,17,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W5_A5_N64__T0p9ns,0.9,1111.111111111111,build/INT_MAC_W5_A5_N64__T0p9ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,128.674001,183.0,0.0,0.0647855,0.8352145,1197.29722125,1,X-2025.06-SP3,ok,build/INT_MAC_W5_A5_N64__T0p9ns/reports,78.533002,50.140999,5.187,,128.674001,
INT_MAC_W4_A6_N64,L1,scalar_int_mac,int_mac,,4,6,,,signed_integer,,,,64,17,,,,,,,,arithmetic_kernel,"One signed product per cycle plus registered accumulator. N controls accumulator guard width, not unrolled multiplier count.",INT_MAC_W4_A6_N64__T2p0ns,2.0,500.0,build/INT_MAC_W4_A6_N64__T2p0ns,207158581ab077db004b0627bf1709ee71ee9c88921cc57910bdbf0c9d5ddf6b,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,,1,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,116.025,191.0,0.0,1.09142,0.90858,1100.61854762,1,X-2025.06-SP3,ok,build/INT_MAC_W4_A6_N64__T2p0ns/reports,65.884001,50.140999,4.641,,116.025,
