group_id,architecture_class,rtl_topology,supported_modes,int_w_bits,int_a_bits,fp_sig_width,fp_exp_width,throughput_contract,accumulator_contract,notes,run_id,clock_period_ns,clock_mhz,run_dir,rtl_list,rtl_bundle_sha256,library_set_id,target_libraries,compile_mode,keep_hierarchy,max_cores,mapped_cell_area_um2,leaf_cell_count,blackbox_count,wns_ns,critical_delay_ns,achieved_fmax_mhz,timing_met,rtl_bundle_sha256_reported,library_setup_sha256,tool_version,status,report_dir,combinational_area_um2,noncombinational_area_um2,buf_inv_area_um2,net_interconnect_area_um2,total_cell_area_report_um2
DUAL_W8A8_FP8,dual_domain,dual_domain_int_fp_reference,W8A8/FP8,8,8,3,4,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W8A8_FP8__T2p0ns,2.0,500.0,evidence/baseline/DUAL_W8A8_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,830.011016,1390,0,0.00038147,1.99961853,500.095385693,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W8A8_FP8__T2p0ns/reports,743.561018,86.449999,37.855999,,830.011016
DUAL_W8A8_FP8,dual_domain,dual_domain_int_fp_reference,W8A8/FP8,8,8,3,4,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W8A8_FP8__T1p0ns,1.0,1000.0,evidence/baseline/DUAL_W8A8_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1277.82202,2190,0,0.000240207,0.999759793,1000.24026471,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W8A8_FP8__T1p0ns/reports,1191.372021,86.449999,92.455999,,1277.82202
DUAL_W8A8_FP8,dual_domain,dual_domain_int_fp_reference,W8A8/FP8,8,8,3,4,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W8A8_FP8__T0p9ns,0.9,1111.111111111111,evidence/baseline/DUAL_W8A8_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1442.077021,2274,0,-0.0442916,0.9442916,1058.99491216,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W8A8_FP8__T0p9ns/reports,1355.627022,86.449999,108.562999,,1442.077021
DUAL_W4A8_BF16,dual_domain,dual_domain_int_fp_reference,W4A8/BF16,4,8,7,8,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W4A8_BF16__T2p0ns,2.0,500.0,evidence/baseline/DUAL_W4A8_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1224.769016,2323,0,2.40803e-05,1.9999759197,500.006020147,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W4A8_BF16__T2p0ns/reports,1124.487018,100.281998,95.185999,,1224.769016
DUAL_W4A8_BF16,dual_domain,dual_domain_int_fp_reference,W4A8/BF16,4,8,7,8,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W4A8_BF16__T1p0ns,1.0,1000.0,evidence/baseline/DUAL_W4A8_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1824.914023,3096,0,-0.198165,1.198165,834.609590499,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W4A8_BF16__T1p0ns/reports,1724.632024,100.281998,163.526998,,1824.914023
DUAL_W4A8_BF16,dual_domain,dual_domain_int_fp_reference,W4A8/BF16,4,8,7,8,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W4A8_BF16__T0p9ns,0.9,1111.111111111111,evidence/baseline/DUAL_W4A8_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1794.884023,3104,0,-0.259111,1.159111,862.73014405,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W4A8_BF16__T0p9ns/reports,1694.602024,100.281998,156.974998,,1794.884023
DUAL_W8A8_BF16,dual_domain,dual_domain_int_fp_reference,W8A8/BF16,8,8,7,8,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W8A8_BF16__T2p0ns,2.0,500.0,evidence/baseline/DUAL_W8A8_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1451.450023,2616,0,0.000369549,1.999630451,500.092404324,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W8A8_BF16__T2p0ns/reports,1351.168024,100.281998,99.280999,,1451.450023
DUAL_W8A8_BF16,dual_domain,dual_domain_int_fp_reference,W8A8/BF16,8,8,7,8,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W8A8_BF16__T1p0ns,1.0,1000.0,evidence/baseline/DUAL_W8A8_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1997.996029,3370,0,-0.21266,1.21266,824.633450431,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W8A8_BF16__T1p0ns/reports,1897.71403,100.281998,158.430998,,1997.996029
DUAL_W8A8_BF16,dual_domain,dual_domain_int_fp_reference,W8A8/BF16,8,8,7,8,4 INT or 1 FP,dual,Measures mux/control only,DUAL_W8A8_BF16__T0p9ns,0.9,1111.111111111111,evidence/baseline/DUAL_W8A8_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2011.46403,3384,0,-0.240789,1.140789,876.58629247,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/DUAL_W8A8_BF16__T0p9ns/reports,1911.182032,100.281998,149.512999,,2011.46403
CONV_I4_FP8,convert_fp,hybrid_convert_fp_mac_dw,I4xFP8/FP8xFP8,4,,3,4,1 FP MAC/cycle,FP8,INT4 conversion exact,CONV_I4_FP8__T2p0ns,2.0,500.0,evidence/baseline/CONV_I4_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,316.316002,753,0,0.00202727,1.99797273,500.507331749,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I4_FP8__T2p0ns/reports,290.381002,25.935,35.580999,,316.316002
CONV_I4_FP8,convert_fp,hybrid_convert_fp_mac_dw,I4xFP8/FP8xFP8,4,,3,4,1 FP MAC/cycle,FP8,INT4 conversion exact,CONV_I4_FP8__T1p0ns,1.0,1000.0,evidence/baseline/CONV_I4_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,900.99101,1486,0,-0.079993,1.079993,925.931927337,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I4_FP8__T1p0ns/reports,875.05601,25.935,111.111,,900.99101
CONV_I4_FP8,convert_fp,hybrid_convert_fp_mac_dw,I4xFP8/FP8xFP8,4,,3,4,1 FP MAC/cycle,FP8,INT4 conversion exact,CONV_I4_FP8__T0p9ns,0.9,1111.111111111111,evidence/baseline/CONV_I4_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,904.085011,1483,0,-0.143882,1.043882,957.962681606,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I4_FP8__T0p9ns/reports,878.150011,25.935,115.024,,904.085011
CONV_I8_FP8,convert_fp,hybrid_convert_fp_mac_dw,I8xFP8/FP8xFP8,8,,3,4,1 FP MAC/cycle,FP8,INT8 conversion lossy,CONV_I8_FP8__T2p0ns,2.0,500.0,evidence/baseline/CONV_I8_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,559.195005,1258,0,0.00136733,1.99863267,500.342066359,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I8_FP8__T2p0ns/reports,533.260005,25.935,54.235999,,559.195005
CONV_I8_FP8,convert_fp,hybrid_convert_fp_mac_dw,I8xFP8/FP8xFP8,8,,3,4,1 FP MAC/cycle,FP8,INT8 conversion lossy,CONV_I8_FP8__T1p0ns,1.0,1000.0,evidence/baseline/CONV_I8_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1018.563012,1712,0,-0.273701,1.273701,785.113617717,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I8_FP8__T1p0ns/reports,992.628012,25.935,118.663999,,1018.563012
CONV_I8_FP8,convert_fp,hybrid_convert_fp_mac_dw,I8xFP8/FP8xFP8,8,,3,4,1 FP MAC/cycle,FP8,INT8 conversion lossy,CONV_I8_FP8__T0p9ns,0.9,1111.111111111111,evidence/baseline/CONV_I8_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,986.89501,1622,0,-0.346103,1.246103,802.501879861,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I8_FP8__T0p9ns/reports,960.960011,25.935,108.016999,,986.89501
CONV_I4_BF16,convert_fp,hybrid_convert_fp_mac_dw,I4xBF16/BF16xBF16,4,,7,8,1 FP MAC/cycle,BF16,INT4 conversion exact,CONV_I4_BF16__T2p0ns,2.0,500.0,evidence/baseline/CONV_I4_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,857.22001,1919,0,2.90871e-05,1.9999709129,500.007271881,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I4_BF16__T2p0ns/reports,817.453011,39.766999,68.886999,,857.22001
CONV_I4_BF16,convert_fp,hybrid_convert_fp_mac_dw,I4xBF16/BF16xBF16,4,,7,8,1 FP MAC/cycle,BF16,INT4 conversion exact,CONV_I4_BF16__T1p0ns,1.0,1000.0,evidence/baseline/CONV_I4_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1536.62602,2527,0,-0.251325,1.251325,799.152897928,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I4_BF16__T1p0ns/reports,1496.85902,39.766999,138.774999,,1536.62602
CONV_I4_BF16,convert_fp,hybrid_convert_fp_mac_dw,I4xBF16/BF16xBF16,4,,7,8,1 FP MAC/cycle,BF16,INT4 conversion exact,CONV_I4_BF16__T0p9ns,0.9,1111.111111111111,evidence/baseline/CONV_I4_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1534.53302,2575,0,-0.376614,1.276614,783.322131827,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I4_BF16__T0p9ns/reports,1494.766021,39.766999,150.058999,,1534.53302
CONV_I8_BF16,convert_fp,hybrid_convert_fp_mac_dw,I8xBF16/BF16xBF16,8,,7,8,1 FP MAC/cycle,BF16,INT8 conversion exact,CONV_I8_BF16__T2p0ns,2.0,500.0,evidence/baseline/CONV_I8_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,957.22901,2082,0,0.00312591,1.99687409,500.782700826,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I8_BF16__T2p0ns/reports,917.462011,39.766999,78.896999,,957.22901
CONV_I8_BF16,convert_fp,hybrid_convert_fp_mac_dw,I8xBF16/BF16xBF16,8,,7,8,1 FP MAC/cycle,BF16,INT8 conversion exact,CONV_I8_BF16__T1p0ns,1.0,1000.0,evidence/baseline/CONV_I8_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1676.493022,2745,0,-0.345726,1.345726,743.093319145,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I8_BF16__T1p0ns/reports,1636.726022,39.766999,165.892999,,1676.493022
CONV_I8_BF16,convert_fp,hybrid_convert_fp_mac_dw,I8xBF16/BF16xBF16,8,,7,8,1 FP MAC/cycle,BF16,INT8 conversion exact,CONV_I8_BF16__T0p9ns,0.9,1111.111111111111,evidence/baseline/CONV_I8_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1592.682021,2685,0,-0.472056,1.372056,728.833225466,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/CONV_I8_BF16__T0p9ns/reports,1552.915021,39.766999,170.078999,,1592.682021
SHARED_NATIVE_INT_FP8_DUALACC,shared_native,hybrid_shared_mul_dual_acc,I4/I8/FP8 pairs,8,8,3,4,1 common product/cycle,INT40 + FP32,Native shared product,SHARED_NATIVE_INT_FP8_DUALACC__T2p0ns,2.0,500.0,evidence/baseline/SHARED_NATIVE_INT_FP8_DUALACC__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1480.661016,2954,0,0.00124609,1.99875391,500.311716714,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SHARED_NATIVE_INT_FP8_DUALACC__T2p0ns/reports,1344.070018,136.590998,144.780999,,1480.661016
SHARED_NATIVE_INT_FP8_DUALACC,shared_native,hybrid_shared_mul_dual_acc,I4/I8/FP8 pairs,8,8,3,4,1 common product/cycle,INT40 + FP32,Native shared product,SHARED_NATIVE_INT_FP8_DUALACC__T1p0ns,1.0,1000.0,evidence/baseline/SHARED_NATIVE_INT_FP8_DUALACC__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2186.730021,3896,0,-0.592093,1.592093,628.104011512,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SHARED_NATIVE_INT_FP8_DUALACC__T1p0ns/reports,2051.868023,134.861998,240.876998,,2186.730021
SHARED_NATIVE_INT_FP8_DUALACC,shared_native,hybrid_shared_mul_dual_acc,I4/I8/FP8 pairs,8,8,3,4,1 common product/cycle,INT40 + FP32,Native shared product,SHARED_NATIVE_INT_FP8_DUALACC__T0p9ns,0.9,1111.111111111111,evidence/baseline/SHARED_NATIVE_INT_FP8_DUALACC__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2144.415019,3790,0,-0.646637,1.546637,646.564125907,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SHARED_NATIVE_INT_FP8_DUALACC__T0p9ns/reports,2009.553022,134.861998,232.868998,,2144.415019
SHARED_NATIVE_INT_BF16_DUALACC,shared_native,hybrid_shared_mul_dual_acc,I4/I8/BF16 pairs,8,8,7,8,1 common product/cycle,INT40 + FP32,Native shared product,SHARED_NATIVE_INT_BF16_DUALACC__T2p0ns,2.0,500.0,evidence/baseline/SHARED_NATIVE_INT_BF16_DUALACC__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,1850.940018,3791,0,0.000123739,1.999876261,500.030936664,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SHARED_NATIVE_INT_BF16_DUALACC__T2p0ns/reports,1714.34902,136.590998,174.446998,,1850.940018
SHARED_NATIVE_INT_BF16_DUALACC,shared_native,hybrid_shared_mul_dual_acc,I4/I8/BF16 pairs,8,8,7,8,1 common product/cycle,INT40 + FP32,Native shared product,SHARED_NATIVE_INT_BF16_DUALACC__T1p0ns,1.0,1000.0,evidence/baseline/SHARED_NATIVE_INT_BF16_DUALACC__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2456.272024,4577,0,-0.667869,1.667869,599.567472026,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SHARED_NATIVE_INT_BF16_DUALACC__T1p0ns/reports,2319.681026,136.590998,265.264998,,2456.272024
SHARED_NATIVE_INT_BF16_DUALACC,shared_native,hybrid_shared_mul_dual_acc,I4/I8/BF16 pairs,8,8,7,8,1 common product/cycle,INT40 + FP32,Native shared product,SHARED_NATIVE_INT_BF16_DUALACC__T0p9ns,0.9,1111.111111111111,evidence/baseline/SHARED_NATIVE_INT_BF16_DUALACC__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2380.924022,4491,0,-0.788515,1.688515,592.236373381,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/baseline/SHARED_NATIVE_INT_BF16_DUALACC__T0p9ns/reports,2244.333024,136.590998,254.071998,,2380.924022
