family_rank,family,source_block_mmd,variant_index,variant,source_node_id,source_layer_name,class,execution_owner_v5,execution_owner_v6,macro_op_v5,sequence_filename_v5,sequence_filename_v6,status,status_v6
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n027,Partial RoPE,other,ElementwiseTransformCore,ElementwiseTransformCore,OP_K_PROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n029,K cache,state,KVStateCore,KVStateCore,OP_K_PROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n024,V Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_V_PROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n030,V cache,state,KVStateCore,KVStateCore,OP_V_PROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n023,Q Proj + gate,mac,SharedMatrixCore,SharedMatrixCore,OP_Q_PROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n026,Q Head RMSNorm,other,NormCore,NormCore,OP_Q_PROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n028,Partial RoPE,other,ElementwiseTransformCore,ElementwiseTransformCore,OP_Q_PROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n031,K head repeat ×4,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n032,V head repeat ×4,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n033,Q × Kᵀ,mac,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n034,Softmax FP32,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n035,P × V,mac,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n036,Q-gate sigmoid,other,ElementwiseTransformCore,SequenceCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,AttentionOutputGateCore_in_Sequence
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n037,Context gating,other,ElementwiseTransformCore,SequenceCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,AttentionOutputGateCore_in_Sequence
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n038,O Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n039,+,plus,OutputCommitCore,OutputCommitCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n040,X + Attention,output,OutputCommitCore,OutputCommitCore,OP_ATTENTION_OPROJ,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n041,RMSNorm 2,other,NormCore,NormCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n043,gate_proj,mac,SharedMatrixCore,SharedMatrixCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n044,up_proj,mac,SharedMatrixCore,SharedMatrixCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n045,SiLU,other,FeedForwardCore,SharedMatrixCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,current_fused_MlpSiluLane32Core
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n046,Elementwise gate,other,FeedForwardCore,SharedMatrixCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,current_fused_MlpSiluLane32Core
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n047,down_proj,mac,SharedMatrixCore,SharedMatrixCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n048,+,plus,OutputCommitCore,OutputCommitCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
8,Qwen3.5 / Qwen3.6 Hybrid Dense,08_qwen3_5_qwen3_6_hybrid_dense.mmd,2,Gated full-attention + dense SwiGLU block,f08v02_n049,Block output,output,OutputCommitCore,OutputCommitCore,OP_FFN,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v5.mmd,08b_qwen3_5_qwen3_6_hybrid_dense_full_attention_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n019,X,input,ActivationReadDmaCore,ActivationReadDmaCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n020,RMSNorm 1,other,NormCore,NormCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n022,K Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n025,RoPE,other,ElementwiseTransformCore,ElementwiseTransformCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n027,K cache,state,KVStateCore,KVStateCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n024,V Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_V_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n028,V cache,state,KVStateCore,KVStateCore,OP_V_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n023,Q Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_Q_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n026,RoPE,other,ElementwiseTransformCore,ElementwiseTransformCore,OP_Q_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n029,K head repeat ×8,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n030,V head repeat ×8,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n031,Q × Kᵀ,mac,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n032,Softmax FP32 + sink,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n033,P × V,mac,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n034,O Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n035,+,plus,OutputCommitCore,OutputCommitCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n036,X + Attention,output,OutputCommitCore,OutputCommitCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n037,RMSNorm 2,other,NormCore,NormCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n039,Router projection,mac,SharedMatrixCore,SharedMatrixCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n040,Router scoring,other,FeedForwardCore,FeedForwardCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n041,Top-4 + renorm,other,FeedForwardCore,FeedForwardCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n042,Dispatch / gather,other,FeedForwardCore,FeedForwardCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n043,gate_proj,mac,SharedMatrixCore,SharedMatrixCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n044,up_proj,mac,SharedMatrixCore,SharedMatrixCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n045,SiLU,other,FeedForwardCore,FeedForwardCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n046,Elementwise gate,other,FeedForwardCore,FeedForwardCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n047,down_proj,mac,SharedMatrixCore,SharedMatrixCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n048,Expert weighting,other,FeedForwardCore,FeedForwardCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n049,Scatter / weighted reduce,other,FeedForwardCore,FeedForwardCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n050,+,plus,OutputCommitCore,OutputCommitCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,1,Sliding-window attention + Top-4 MoE block,f09v01_n051,Block output,output,OutputCommitCore,OutputCommitCore,OP_MOE,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n019,X,input,ActivationReadDmaCore,ActivationReadDmaCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n020,RMSNorm 1,other,NormCore,NormCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n022,K Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n025,RoPE,other,ElementwiseTransformCore,ElementwiseTransformCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n027,K cache,state,KVStateCore,KVStateCore,OP_K_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n024,V Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_V_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n028,V cache,state,KVStateCore,KVStateCore,OP_V_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n023,Q Proj,mac,SharedMatrixCore,SharedMatrixCore,OP_Q_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n026,RoPE,other,ElementwiseTransformCore,ElementwiseTransformCore,OP_Q_PROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n029,K head repeat ×8,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n030,V head repeat ×8,other,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
9,GPT-OSS MoE,09_gpt_oss_moe.mmd,2,Full attention + Top-4 MoE block,f09v02_n031,Q × Kᵀ,mac,SequenceCore,SequenceCore,OP_ATTENTION_OPROJ,09_gpt_oss_moe_owner_timing_sequence_v5.mmd,09_gpt_oss_moe_owner_timing_sequence_v6.mmd,existing_atlas_repo_grounded,mapped_from_single_block_atlas
